gene_name	chrom	arm	start	end	strand	gene_id
KLK15	chr19	q	51328545	51340469	-	ENSG00000174562.9
KLK3	chr19	q	51358171	51364020	+	ENSG00000142515.10
KLK2	chr19	q	51364824	51383823	+	ENSG00000167751.8
AC037199.1	chr19	q	51377552	51378040	-	ENSG00000267880.1
KLK4	chr19	q	51409608	51413994	-	ENSG00000167749.7
KLK5	chr19	q	51446559	51456349	-	ENSG00000167754.8
KLK6	chr19	q	51461887	51472929	-	ENSG00000167755.9
KLK7	chr19	q	51479729	51487355	-	ENSG00000169035.7
KLK8	chr19	q	51499263	51505967	-	ENSG00000129455.11
KLK9	chr19	q	51499274	51512837	-	ENSG00000269741.1
KLK9	chr19	q	51503806	51512890	-	ENSG00000213022.4
KLK10	chr19	q	51515995	51523431	-	ENSG00000129451.7
KLK11	chr19	q	51525472	51531295	-	ENSG00000167757.9
KLK12	chr19	q	51532348	51538486	-	ENSG00000186474.11
KLK13	chr19	q	51559463	51568371	-	ENSG00000167759.8
KLK14	chr19	q	51580752	51587502	-	ENSG00000129437.5
CTU1	chr19	q	51600863	51611627	-	ENSG00000142544.6
SIGLEC9	chr19	q	51628165	51639908	+	ENSG00000129450.4
SIGLEC7	chr19	q	51645556	51656783	+	ENSG00000168995.9
CD33	chr19	q	51728320	51747115	+	ENSG00000105383.10
SIGLECL1	chr19	q	51749603	51772584	+	ENSG00000179213.9
IGLON5	chr19	q	51815102	51833608	+	ENSG00000142549.9
VSIG10L	chr19	q	51834790	51845378	-	ENSG00000186806.5
ETFB	chr19	q	51848423	51869672	-	ENSG00000105379.5
CTD-2616J11.11	chr19	q	51853627	51871353	-	ENSG00000269403.1
CLDND2	chr19	q	51870352	51872257	-	ENSG00000160318.2
NKG7	chr19	q	51874860	51875969	-	ENSG00000105374.5
LIM2	chr19	q	51883163	51891214	-	ENSG00000105370.3
CTD-2616J11.4	chr19	q	51891543	51893828	-	ENSG00000262874.1
SIGLEC10	chr19	q	51913275	51921057	-	ENSG00000142512.10
SIGLEC8	chr19	q	51954101	51961710	-	ENSG00000105366.11
CEACAM18	chr19	q	51979838	51994206	+	ENSG00000213822.5
SIGLEC12	chr19	q	51994611	52005043	-	ENSG00000254521.2
SIGLEC6	chr19	q	52022779	52035110	-	ENSG00000105492.11
ZNF175	chr19	q	52074551	52092991	+	ENSG00000105497.3
AC018755.1	chr19	q	52095036	52097630	-	ENSG00000167765.3
SIGLEC5	chr19	q	52114781	52150151	-	ENSG00000105501.7
SIGLEC5	chr19	q	52115344	52150142	-	ENSG00000268500.1
SIGLEC14	chr19	q	52145806	52150054	-	ENSG00000254415.3
HAS1	chr19	q	52216365	52227247	-	ENSG00000105509.6
FPR1	chr19	q	52248425	52307363	-	ENSG00000171051.4
FPR2	chr19	q	52255279	52273779	+	ENSG00000171049.8
FPR3	chr19	q	52298416	52329442	+	ENSG00000187474.4
ZNF577	chr19	q	52359055	52394203	-	ENSG00000161551.8
ZNF649	chr19	q	52392477	52408293	-	ENSG00000198093.6
ZNF613	chr19	q	52430400	52452012	+	ENSG00000176024.12
ZNF350	chr19	q	52467596	52490109	-	ENSG00000256683.2
ZNF615	chr19	q	52494585	52511483	-	ENSG00000197619.9
ZNF614	chr19	q	52516018	52533493	-	ENSG00000142556.14
ZNF432	chr19	q	52534632	52598991	-	ENSG00000256087.2
ZNF841	chr19	q	52567719	52599018	-	ENSG00000197608.7
ZNF616	chr19	q	52616344	52643175	-	ENSG00000204611.2
ZNF836	chr19	q	52657117	52674896	-	ENSG00000196267.8
PPP2R1A	chr19	q	52693292	52730687	+	ENSG00000105568.13
ZNF766	chr19	q	52772824	52795977	+	ENSG00000196214.6
ZNF480	chr19	q	52800430	52829175	+	ENSG00000198464.9
ZNF610	chr19	q	52839498	52871031	+	ENSG00000167554.10
ZNF880	chr19	q	52873170	52889048	+	ENSG00000221923.4
ZNF528	chr19	q	52901102	52921665	+	ENSG00000167555.9
ZNF534	chr19	q	52932440	52955568	+	ENSG00000198633.6
ZNF578	chr19	q	52956829	53015407	+	ENSG00000258405.5
ZNF808	chr19	q	53030905	53067717	+	ENSG00000198482.6
ZNF701	chr19	q	53059075	53090427	+	ENSG00000167562.7
ZNF83	chr19	q	53097313	53193749	-	ENSG00000167766.14
ZNF611	chr19	q	53206066	53238326	-	ENSG00000213020.4
ZNF600	chr19	q	53267448	53290044	-	ENSG00000189190.7
ZNF28	chr19	q	53300662	53360853	-	ENSG00000198538.6
ZNF468	chr19	q	53341261	53360902	-	ENSG00000204604.5
ZNF320	chr19	q	53367043	53400946	-	ENSG00000182986.8
ZNF816	chr19	q	53430388	53466164	-	ENSG00000180257.8
ZNF321P	chr19	q	53431728	53466076	-	ENSG00000221874.4
ERVV-1	chr19	q	53517174	53519375	+	ENSG00000269526.1
ERVV-2	chr19	q	53547991	53554329	+	ENSG00000268964.1
ZNF160	chr19	q	53569859	53606689	-	ENSG00000170949.13
ZNF415	chr19	q	53611132	53636330	-	ENSG00000170954.7
ZNF347	chr19	q	53627325	53662328	-	ENSG00000197937.8
ZNF665	chr19	q	53662466	53696639	-	ENSG00000197497.6
ZNF677	chr19	q	53731577	53758151	-	ENSG00000197928.6
VN1R2	chr19	q	53761545	53765090	+	ENSG00000196131.6
VN1R4	chr19	q	53769929	53770972	-	ENSG00000228567.2
BIRC8	chr19	q	53792856	53794875	-	ENSG00000163098.3
ZNF845	chr19	q	53837002	53858122	+	ENSG00000213799.6
ZNF525	chr19	q	53868946	53895470	+	ENSG00000203326.5
ZNF765	chr19	q	53893046	53930574	+	ENSG00000196417.8
ZNF813	chr19	q	53970989	54006950	+	ENSG00000198346.6
ZNF331	chr19	q	54024235	54083523	+	ENSG00000130844.12
CTB-167G5.5	chr19	q	54102882	54106751	-	ENSG00000268864.1
DPRX	chr19	q	54135310	54140263	+	ENSG00000204595.1
NLRP12	chr19	q	54296857	54327648	-	ENSG00000142405.17
MYADM	chr19	q	54369477	54379691	+	ENSG00000179820.11
PRKCG	chr19	q	54382444	54410906	+	ENSG00000126583.6
CACNG7	chr19	q	54412589	54447195	+	ENSG00000105605.3
CACNG8	chr19	q	54466294	54493469	+	ENSG00000142408.2
CACNG6	chr19	q	54495542	54515923	+	ENSG00000130433.3
VSTM1	chr19	q	54544079	54567207	-	ENSG00000189068.5
TARM1	chr19	q	54573149	54584634	-	ENSG00000248385.3
OSCAR	chr19	q	54597933	54606000	-	ENSG00000170909.9
NDUFA3	chr19	q	54606036	54612564	+	ENSG00000170906.11
TFPT	chr19	q	54610320	54619055	-	ENSG00000105619.9
PRPF31	chr19	q	54618837	54635140	+	ENSG00000105618.9
CNOT3	chr19	q	54641444	54659419	+	ENSG00000088038.13
LENG1	chr19	q	54658899	54663620	-	ENSG00000105617.3
TMC4	chr19	q	54663846	54676944	-	ENSG00000167608.7
MBOAT7	chr19	q	54677107	54693733	-	ENSG00000125505.12
TSEN34	chr19	q	54693789	54697585	+	ENSG00000170892.6
RPS9	chr19	q	54704610	54752862	+	ENSG00000170889.9
LILRB3	chr19	q	54720147	54746602	-	ENSG00000204577.7
LILRA6	chr19	q	54720737	54746649	-	ENSG00000244482.5
LILRB5	chr19	q	54754263	54761164	-	ENSG00000105609.12
LILRB2	chr19	q	54777675	54785039	-	ENSG00000131042.9
LILRA3	chr19	q	54799854	54809952	-	ENSG00000170866.7
LILRA5	chr19	q	54818353	54824409	-	ENSG00000187116.9
LILRA4	chr19	q	54844456	54850421	-	ENSG00000239961.2
LAIR1	chr19	q	54865362	54882165	-	ENSG00000167613.11
TTYH1	chr19	q	54926393	54948080	+	ENSG00000167614.9
LENG8	chr19	q	54960065	54973217	+	ENSG00000167615.12
LENG9	chr19	q	54972981	54974894	-	ENSG00000182909.5
CDC42EP5	chr19	q	54976210	54984411	-	ENSG00000167617.2
LAIR2	chr19	q	55009100	55021897	+	ENSG00000167618.5
KIR3DX1	chr19	q	55043909	55057053	+	ENSG00000104970.6
LILRA2	chr19	q	55084387	55099027	+	ENSG00000239998.1
LILRB1	chr19	q	55085346	55148979	+	ENSG00000104972.10
LILRA1	chr19	q	55105047	55113555	+	ENSG00000104974.6
AC009892.10	chr19	q	55147173	55150343	-	ENSG00000224730.1
LILRB4	chr19	q	55155340	55181810	+	ENSG00000186818.8
KIR3DL1	chr19	q	55235969	55378448	+	ENSG00000167633.12
KIR3DL3	chr19	q	55235984	55248003	+	ENSG00000242019.1
KIR2DL4	chr19	q	55236002	55325972	+	ENSG00000189013.10
KIR2DL3	chr19	q	55249980	55295776	+	ENSG00000243772.2
KIR2DL1	chr19	q	55281263	55295774	+	ENSG00000125498.15
KIR3DL2	chr19	q	55361898	55378662	+	ENSG00000240403.1
FCAR	chr19	q	55385704	55401838	+	ENSG00000186431.14
NCR1	chr19	q	55417508	55427508	+	ENSG00000189430.8
NLRP7	chr19	q	55434877	55477680	-	ENSG00000167634.8
NLRP2	chr19	q	55464498	55512510	+	ENSG00000022556.11
GP6	chr19	q	55525073	55549632	-	ENSG00000088053.7
RDH13	chr19	q	55550476	55582659	-	ENSG00000160439.11
EPS8L1	chr19	q	55583388	55599291	+	ENSG00000131037.10
PPP1R12C	chr19	q	55602281	55628927	-	ENSG00000125503.8
TNNT1	chr19	q	55644162	55660722	-	ENSG00000105048.12
TNNI3	chr19	q	55663137	55669141	-	ENSG00000129991.8
CTD-2587H24.4	chr19	q	55666125	55672039	-	ENSG00000267110.1
DNAAF3	chr19	q	55670031	55678090	-	ENSG00000167646.9
SYT5	chr19	q	55682567	55691809	-	ENSG00000129990.10
PTPRH	chr19	q	55692616	55720874	-	ENSG00000080031.5
TMEM86B	chr19	q	55738007	55741647	-	ENSG00000180089.4
AC010327.2	chr19	q	55738587	55741647	+	ENSG00000269808.1
PPP6R1	chr19	q	55741148	55770363	-	ENSG00000105063.14
HSPBP1	chr19	q	55773599	55791749	-	ENSG00000133265.6
BRSK1	chr19	q	55793440	55823901	+	ENSG00000160469.12
TMEM150B	chr19	q	55824169	55845416	-	ENSG00000180061.5
SUV420H2	chr19	q	55851221	55859488	+	ENSG00000133247.9
AC020922.1	chr19	q	55851254	55856561	+	ENSG00000267531.1
COX6B2	chr19	q	55860674	55866182	-	ENSG00000160471.8
CTD-2105E13.6	chr19	q	55863669	55870884	-	ENSG00000267706.3
FAM71E2	chr19	q	55866276	55874628	-	ENSG00000180043.7
IL11	chr19	q	55875757	55881831	-	ENSG00000095752.2
TMEM190	chr19	q	55888204	55889612	+	ENSG00000160472.4
TMEM238	chr19	q	55890613	55895966	-	ENSG00000233493.3
RPL28	chr19	q	55896713	55914612	+	ENSG00000108107.8
UBE2S	chr19	q	55912652	55919145	-	ENSG00000108106.9
SHISA7	chr19	q	55940107	55954230	-	ENSG00000187902.7
ISOC2	chr19	q	55964352	55973710	-	ENSG00000063241.3
ZNF628	chr19	q	55987699	55995854	+	ENSG00000197483.8
NAT14	chr19	q	55996371	55998935	+	ENSG00000090971.4
SSC5D	chr19	q	55999771	56030465	+	ENSG00000179954.10
SBK2	chr19	q	56041100	56048456	-	ENSG00000187550.4
SBK3	chr19	q	56052023	56056909	-	ENSG00000231274.4
ZNF579	chr19	q	56088899	56092211	-	ENSG00000218891.2
FIZ1	chr19	q	56102746	56113336	-	ENSG00000179943.6
ZNF524	chr19	q	56111388	56114504	+	ENSG00000171443.6
ZNF865	chr19	q	56116771	56128635	+	ENSG00000261221.1
ZNF784	chr19	q	56132108	56135967	-	ENSG00000179922.5
ZNF580	chr19	q	56146382	56154835	+	ENSG00000213015.4
ZNF581	chr19	q	56146825	56156988	+	ENSG00000171425.5
CCDC106	chr19	q	56152428	56164527	+	ENSG00000173581.3
U2AF2	chr19	q	56165512	56186081	+	ENSG00000063244.8
EPN1	chr19	q	56186592	56221224	+	ENSG00000063245.10
NLRP9	chr19	q	56219798	56249768	-	ENSG00000185792.5
RFPL4A	chr19	q	56270380	56274541	+	ENSG00000223638.3
RFPL4AL1	chr19	q	56280507	56284545	+	ENSG00000229292.1
NLRP11	chr19	q	56296770	56348166	-	ENSG00000179873.10
NLRP4	chr19	q	56347944	56393220	+	ENSG00000160505.11
NLRP13	chr19	q	56403065	56443702	-	ENSG00000173572.7
NLRP8	chr19	q	56459198	56499995	+	ENSG00000179709.4
NLRP5	chr19	q	56511092	56573179	+	ENSG00000171487.10
ZNF787	chr19	q	56598732	56632649	-	ENSG00000142409.4
ZNF444	chr19	q	56643968	56672262	+	ENSG00000167685.10
AC024580.1	chr19	q	56662314	56663250	-	ENSG00000204533.2
GALP	chr19	q	56687389	56697144	+	ENSG00000197487.4
ZSCAN5B	chr19	q	56700939	56709289	-	ENSG00000197213.5
ZSCAN5C	chr19	q	56713670	56720821	+	ENSG00000204532.2
ZSCAN5A	chr19	q	56732681	56879752	-	ENSG00000131848.5
ZSCAN5D	chr19	q	56751773	56758863	+	ENSG00000267908.1
AC006116.20	chr19	q	56784138	56821819	+	ENSG00000267710.1
ZNF582	chr19	q	56887413	56904914	-	ENSG00000018869.12
ZNF583	chr19	q	56909335	56947404	+	ENSG00000198440.5
ZNF667	chr19	q	56950694	56989434	-	ENSG00000198046.7
ZNF471	chr19	q	57019212	57041590	+	ENSG00000196263.3
ZFP28	chr19	q	57050317	57068169	+	ENSG00000196867.3
ZNF470	chr19	q	57078880	57100279	+	ENSG00000197016.7
ZNF71	chr19	q	57106632	57137849	+	ENSG00000197951.4
SMIM17	chr19	q	57154513	57167134	+	ENSG00000268182.1
ZNF835	chr19	q	57174020	57183151	-	ENSG00000127903.12
ZIM2	chr19	q	57285920	57352097	-	ENSG00000269699.1
PEG3	chr19	q	57321445	57352096	-	ENSG00000198300.8
USP29	chr19	q	57630506	57643294	+	ENSG00000131864.6
ZIM3	chr19	q	57645464	57656570	-	ENSG00000141946.1
DUXA	chr19	q	57665389	57678811	-	ENSG00000258873.2
ZNF264	chr19	q	57702868	57724724	+	ENSG00000083844.6
AURKC	chr19	q	57742377	57746916	+	ENSG00000105146.8
ZNF805	chr19	q	57751973	57766503	+	ENSG00000204524.5
ZNF460	chr19	q	57791419	57804937	+	ENSG00000197714.4
ZNF543	chr19	q	57831877	57842144	+	ENSG00000178229.7
ZNF304	chr19	q	57862675	57871266	+	ENSG00000131845.10
ZNF547	chr19	q	57874845	57890933	+	ENSG00000152433.10
TRAPPC2P1	chr19	q	57874879	57876721	+	ENSG00000256060.2
AC003002.4	chr19	q	57874934	57909952	+	ENSG00000268133.1
ZNF548	chr19	q	57901218	57912786	+	ENSG00000188785.7
AC003002.6	chr19	q	57901252	57931362	+	ENSG00000269533.1
AC004076.7	chr19	q	57905551	57949825	+	ENSG00000268533.1
ZNF17	chr19	q	57922531	57933307	+	ENSG00000186272.8
ZNF749	chr19	q	57946697	57956853	+	ENSG00000186230.6
AC004076.9	chr19	q	57949338	57988904	-	ENSG00000268163.1
VN1R1	chr19	q	57966542	57967854	-	ENSG00000178201.3
ZNF772	chr19	q	57978031	57988938	-	ENSG00000197128.7
ZNF419	chr19	q	57999079	58006048	+	ENSG00000105136.15
AC003005.4	chr19	q	57999086	58016749	+	ENSG00000268107.1
ZNF773	chr19	q	58011283	58029772	+	ENSG00000152439.8
ZNF549	chr19	q	58038693	58068910	+	ENSG00000121406.4
ZNF550	chr19	q	58046625	58071231	-	ENSG00000251369.4
ZNF416	chr19	q	58082934	58090295	-	ENSG00000083817.8
ZIK1	chr19	q	58089824	58105145	+	ENSG00000171649.7
ZNF530	chr19	q	58111253	58124090	+	ENSG00000183647.6
ZNF134	chr19	q	58125601	58134724	+	ENSG00000213762.6
ZNF211	chr19	q	58141761	58154147	+	ENSG00000121417.9
ZSCAN4	chr19	q	58180303	58190520	+	ENSG00000180532.6
ZNF551	chr19	q	58193337	58228669	+	ENSG00000204519.6
AC003006.7	chr19	q	58193413	58264943	+	ENSG00000269026.2
AC004017.1	chr19	q	58203868	58204128	-	ENSG00000268948.1
ZNF154	chr19	q	58208735	58220579	-	ENSG00000179909.11
ZNF671	chr19	q	58231119	58238992	-	ENSG00000083814.8
ZNF776	chr19	q	58258164	58269527	+	ENSG00000152443.8
ZNF586	chr19	q	58281023	58331307	+	ENSG00000083828.11
ZNF552	chr19	q	58315209	58326281	-	ENSG00000178935.5
CTD-2583A14.10	chr19	q	58331087	58370309	+	ENSG00000268750.2
ZNF587B	chr19	q	58331099	58370018	+	ENSG00000269343.2
ZNF814	chr19	q	58360099	58400442	-	ENSG00000204514.5
ZNF587	chr19	q	58361225	58376480	+	ENSG00000198466.8
CTD-2583A14.9	chr19	q	58388133	58427959	-	ENSG00000269476.1
ZNF417	chr19	q	58411664	58427978	-	ENSG00000173480.6
ZNF418	chr19	q	58433252	58446761	-	ENSG00000196724.8
ZNF256	chr19	q	58452201	58459043	-	ENSG00000152454.3
C19orf18	chr19	q	58469805	58485902	-	ENSG00000177025.3
ZNF606	chr19	q	58488421	58514717	-	ENSG00000166704.7
CTD-2368P22.1	chr19	q	58513429	58522600	+	ENSG00000176593.3
ZSCAN1	chr19	q	58545400	58565999	+	ENSG00000152467.5
ZNF135	chr19	q	58570607	58597677	+	ENSG00000176293.15
ZSCAN18	chr19	q	58595205	58629794	-	ENSG00000121413.8
ZNF329	chr19	q	58637619	58666477	-	ENSG00000181894.10
ZNF274	chr19	q	58694396	58724928	+	ENSG00000171606.13
ZNF544	chr19	q	58739960	58788815	+	ENSG00000198131.9
CTD-3138B18.4	chr19	q	58740831	58798173	+	ENSG00000269545.1
ZNF8	chr19	q	58790317	58807254	+	ENSG00000083842.8
ZNF8	chr19	q	58790318	58807254	+	ENSG00000273439.1
AC010642.1	chr19	q	58790332	58826563	+	ENSG00000267216.1
ZSCAN22	chr19	q	58838385	58853698	+	ENSG00000182318.5
A1BG	chr19	q	58856544	58864865	-	ENSG00000121410.7
ZNF497	chr19	q	58865723	58874214	-	ENSG00000174586.6
ZNF837	chr19	q	58878985	58892427	-	ENSG00000152475.6
RPS5	chr19	q	58897767	58906173	+	ENSG00000083845.4
AC012313.1	chr19	q	58907457	58908407	+	ENSG00000269855.1
ZNF584	chr19	q	58912871	58929694	+	ENSG00000171574.13
ZNF132	chr19	q	58944181	58951589	-	ENSG00000131849.10
ZNF324B	chr19	q	58962971	58969200	+	ENSG00000249471.3
ZNF324	chr19	q	58978423	58984945	+	ENSG00000083812.7
ZNF446	chr19	q	58985384	58992597	+	ENSG00000083838.11
SLC27A5	chr19	q	58990879	59023780	-	ENSG00000083807.5
ZBTB45	chr19	q	59024897	59050278	-	ENSG00000119574.8
TRIM28	chr19	q	59055458	59062089	+	ENSG00000130726.7
CHMP2A	chr19	q	59062933	59066491	-	ENSG00000130724.4
UBE2M	chr19	q	59067079	59070327	-	ENSG00000130725.3
MZF1	chr19	q	59073298	59084942	-	ENSG00000099326.4
DEFB125	chr20	p	67891	77735	+	ENSG00000178591.6
DEFB126	chr20	p	123010	126392	+	ENSG00000125788.5
DEFB127	chr20	p	138111	139804	+	ENSG00000088782.4
DEFB128	chr20	p	168494	170322	-	ENSG00000185982.6
DEFB129	chr20	p	207899	210527	+	ENSG00000125903.4
DEFB132	chr20	p	238377	241737	+	ENSG00000186458.4
C20orf96	chr20	p	251504	271390	-	ENSG00000196476.7
ZCCHC3	chr20	p	277737	280965	+	ENSG00000177764.6
SOX12	chr20	p	306207	310865	+	ENSG00000177732.6
NRSN2	chr20	p	327426	340304	+	ENSG00000125841.8
TRIB3	chr20	p	361261	378203	+	ENSG00000101255.6
RBCK1	chr20	p	388142	411610	+	ENSG00000125826.15
TBC1D20	chr20	p	416124	443197	-	ENSG00000125875.9
CSNK2A1	chr20	p	459116	524465	-	ENSG00000101266.12
TCF15	chr20	p	584441	591042	-	ENSG00000125878.4
SRXN1	chr20	p	627259	634014	-	ENSG00000271303.1
RP5-850E9.3	chr20	p	627270	656444	-	ENSG00000270299.1
SCRT2	chr20	p	642240	656823	-	ENSG00000215397.3
SLC52A3	chr20	p	740724	749131	-	ENSG00000101276.10
FAM110A	chr20	p	814358	838106	+	ENSG00000125898.8
ANGPT4	chr20	p	853296	896977	-	ENSG00000101280.6
RSPO4	chr20	p	939095	982907	-	ENSG00000101282.4
PSMF1	chr20	p	1093906	1160596	+	ENSG00000125818.13
TMEM74B	chr20	p	1161205	1166059	-	ENSG00000125895.5
C20orf202	chr20	p	1184098	1188918	+	ENSG00000215595.1
RAD21L1	chr20	p	1206700	1277065	+	ENSG00000244588.1
SNPH	chr20	p	1246960	1289972	+	ENSG00000101298.9
SDCBP2	chr20	p	1290619	1309883	-	ENSG00000125775.10
AL136531.1	chr20	p	1316228	1317555	-	ENSG00000203630.3
FKBP1A	chr20	p	1349622	1373806	-	ENSG00000088832.10
NSFL1C	chr20	p	1422807	1454487	-	ENSG00000088833.13
SIRPB2	chr20	p	1451386	1472233	-	ENSG00000196209.8
SIRPD	chr20	p	1514897	1539489	-	ENSG00000125900.8
RP4-576H24.4	chr20	p	1520790	1600655	-	ENSG00000260861.2
SIRPB1	chr20	p	1544167	1600707	-	ENSG00000101307.11
SIRPG	chr20	p	1609798	1638425	-	ENSG00000089012.10
SIRPA	chr20	p	1875154	1920543	+	ENSG00000198053.7
PDYN	chr20	p	1959403	1974732	-	ENSG00000101327.4
STK35	chr20	p	2082257	2157684	+	ENSG00000125834.8
TGM3	chr20	p	2276647	2321724	+	ENSG00000125780.11
TGM6	chr20	p	2361554	2413399	+	ENSG00000166948.5
SNRPB	chr20	p	2442280	2451499	-	ENSG00000125835.13
RP4-734P14.4	chr20	p	2447858	2489553	-	ENSG00000256566.1
ZNF343	chr20	p	2462463	2505348	-	ENSG00000088876.7
TMC2	chr20	p	2517253	2622430	+	ENSG00000149488.11
NOP56	chr20	p	2632791	2639039	+	ENSG00000101361.10
IDH3B	chr20	p	2639041	2644865	-	ENSG00000101365.16
EBF4	chr20	p	2673524	2740753	+	ENSG00000088881.16
CPXM1	chr20	p	2774715	2781283	-	ENSG00000088882.7
TMEM239	chr20	p	2795614	2800930	+	ENSG00000198326.8
TMEM239	chr20	p	2795614	2798712	+	ENSG00000241690.3
C20orf141	chr20	p	2795633	2796479	+	ENSG00000258713.2
PCED1A	chr20	p	2815960	2821836	-	ENSG00000132635.12
VPS16	chr20	p	2821349	2847378	+	ENSG00000215305.5
PTPRA	chr20	p	2844830	3019722	+	ENSG00000132670.16
GNRH2	chr20	p	3024268	3026393	+	ENSG00000125787.7
MRPS26	chr20	p	3026591	3028900	+	ENSG00000125901.5
OXT	chr20	p	3052266	3053163	+	ENSG00000101405.3
AVP	chr20	p	3063202	3065370	-	ENSG00000101200.5
UBOX5	chr20	p	3088219	3140842	-	ENSG00000185019.12
FASTKD5	chr20	p	3127165	3140543	-	ENSG00000215251.3
LZTS3	chr20	p	3143263	3154192	-	ENSG00000088899.10
DDRGK1	chr20	p	3170996	3185331	-	ENSG00000198171.8
ITPA	chr20	p	3189514	3204516	+	ENSG00000125877.8
SLC4A11	chr20	p	3208063	3219836	-	ENSG00000088836.8
C20orf194	chr20	p	3229951	3388272	-	ENSG00000088854.11
ATRN	chr20	p	3451687	3631769	+	ENSG00000088812.13
GFRA4	chr20	p	3639939	3644046	-	ENSG00000125861.10
ADAM33	chr20	p	3648612	3662893	-	ENSG00000149451.13
SIGLEC1	chr20	p	3667617	3687775	-	ENSG00000088827.8
HSPA12B	chr20	p	3713314	3733758	+	ENSG00000132622.6
C20orf27	chr20	p	3734155	3749034	-	ENSG00000101220.13
SPEF1	chr20	p	3758151	3762095	-	ENSG00000101222.8
CENPB	chr20	p	3764498	3767337	-	ENSG00000125817.7
CDC25B	chr20	p	3767578	3786762	+	ENSG00000101224.13
AP5S1	chr20	p	3801178	3805949	+	ENSG00000125843.6
MAVS	chr20	p	3827487	3849280	+	ENSG00000088888.13
PANK2	chr20	p	3869486	3907605	+	ENSG00000125779.17
RNF24	chr20	p	3907956	3996229	-	ENSG00000101236.12
RP11-352D3.2	chr20	p	4050799	4055812	-	ENSG00000205300.3
SMOX	chr20	p	4101627	4168394	+	ENSG00000088826.13
ADRA1D	chr20	p	4201329	4229721	-	ENSG00000171873.6
PRNP	chr20	p	4666882	4682236	+	ENSG00000171867.12
PRND	chr20	p	4702556	4709106	+	ENSG00000171864.4
PRNT	chr20	p	4711928	4721314	-	ENSG00000180259.5
RASSF2	chr20	p	4760669	4804291	-	ENSG00000101265.11
SLC23A2	chr20	p	4833002	4990939	-	ENSG00000089057.10
TMEM230	chr20	p	5080486	5093749	-	ENSG00000089063.10
PCNA	chr20	p	5095599	5107272	-	ENSG00000132646.6
CDS2	chr20	p	5107432	5178533	+	ENSG00000101290.9
PROKR2	chr20	p	5282317	5297378	-	ENSG00000101292.6
GPCPD1	chr20	p	5525085	5591672	-	ENSG00000125772.8
C20orf196	chr20	p	5731039	5844558	+	ENSG00000171984.10
CHGB	chr20	p	5892076	5906007	+	ENSG00000089199.5
TRMT6	chr20	p	5917881	5931182	-	ENSG00000089195.10
MCM8	chr20	p	5931298	5975852	+	ENSG00000125885.9
CRLS1	chr20	p	5986736	6020699	+	ENSG00000088766.7
LRRN4	chr20	p	6021424	6034695	-	ENSG00000125872.7
FERMT1	chr20	p	6055492	6104191	-	ENSG00000101311.11
BMP2	chr20	p	6748311	6760927	+	ENSG00000125845.6
HAO1	chr20	p	7863628	7921121	-	ENSG00000101323.4
TMX4	chr20	p	7957995	8000476	-	ENSG00000125827.4
PLCB1	chr20	p	8112824	8949003	+	ENSG00000182621.12
PLCB4	chr20	p	9049410	9461889	+	ENSG00000101333.12
LAMP5	chr20	p	9495005	9511171	+	ENSG00000125869.5
PAK7	chr20	p	9518036	9819689	-	ENSG00000101349.12
ANKEF1	chr20	p	9966774	10037410	+	ENSG00000132623.11
SNAP25	chr20	p	10199478	10288066	+	ENSG00000132639.8
MKKS	chr20	p	10381657	10414870	-	ENSG00000125863.13
SLX4IP	chr20	p	10415951	10617477	+	ENSG00000149346.10
JAG1	chr20	p	10618332	10654694	-	ENSG00000101384.7
C20orf187	chr20	p	11008408	11010014	+	ENSG00000125899.6
BTBD3	chr20	p	11871371	11907257	+	ENSG00000132640.10
SPTLC3	chr20	p	12989627	13147411	+	ENSG00000172296.8
ISM1	chr20	p	13202418	13281298	+	ENSG00000101230.5
TASP1	chr20	p	13246709	13619587	-	ENSG00000089123.11
ESF1	chr20	p	13694969	13765532	-	ENSG00000089048.10
NDUFAF5	chr20	p	13765596	13799067	+	ENSG00000101247.13
SEL1L2	chr20	p	13829893	13977089	-	ENSG00000101251.7
MACROD2	chr20	p	13976015	16033842	+	ENSG00000172264.12
FLRT3	chr20	p	14303634	14318262	-	ENSG00000125848.9
KIF16B	chr20	p	16252749	16554078	-	ENSG00000089177.13
SNRPB2	chr20	p	16710606	16722421	+	ENSG00000125870.6
OTOR	chr20	p	16729003	16750707	+	ENSG00000125879.4
PCSK2	chr20	p	17206752	17465223	+	ENSG00000125851.5
BFSP1	chr20	p	17474550	17549865	-	ENSG00000125864.7
DSTN	chr20	p	17550508	17590564	+	ENSG00000125868.11
RRBP1	chr20	p	17594323	17662940	-	ENSG00000125844.11
BANF2	chr20	p	17674317	17716516	+	ENSG00000125888.10
SNX5	chr20	p	17922241	17949623	-	ENSG00000089006.12
OVOL2	chr20	p	17937623	18039832	-	ENSG00000125850.6
MGME1	chr20	p	17949556	17971765	+	ENSG00000125871.9
PET117	chr20	p	18118517	18123813	+	ENSG00000232838.3
CSRP2BP	chr20	p	18118762	18169031	+	ENSG00000149474.9
ZNF133	chr20	p	18269121	18297640	+	ENSG00000125846.11
DZANK1	chr20	p	18364011	18447925	-	ENSG00000089091.12
POLR3F	chr20	p	18447771	18465287	+	ENSG00000132664.7
RBBP9	chr20	p	18467184	18477887	-	ENSG00000089050.10
SEC23B	chr20	p	18488137	18542059	+	ENSG00000101310.10
